epoch,loss(MSE),lr,time,tr_E(MAE),tr_F(MAE),val_E(MAE),val_F(MAE),irc_E(MAE),irc_F(MAE),test_E(MAE),test_F(MAE)
1.00000,169.90378,0.00010,19193.56870,2.73212,2.06484,2.34941,1.77259,0.00000,0.00000,0.00000,0.00000
2.00000,85.42657,0.00010,19199.09302,1.81533,1.56365,2.25080,1.62217,0.00000,0.00000,0.00000,0.00000
3.00000,68.39970,0.00010,19234.45983,1.60615,1.41191,2.41240,1.54447,0.00000,0.00000,0.00000,0.00000
4.00000,59.62906,0.00010,19305.08359,1.51263,1.32477,1.89641,1.59346,0.00000,0.00000,0.00000,0.00000
5.00000,54.47376,0.00010,19450.61167,1.44948,1.26651,2.36895,1.46935,0.00000,0.00000,0.00000,0.00000
6.00000,50.64500,0.00010,19301.69975,1.42030,1.22407,1.55640,1.42775,0.00000,0.00000,0.00000,0.00000
7.00000,47.85870,0.00010,19232.52040,1.39040,1.19023,1.60252,1.44447,0.00000,0.00000,0.00000,0.00000
8.00000,45.45173,0.00010,19217.91723,1.36528,1.16346,1.48949,1.40085,0.00000,0.00000,0.00000,0.00000
9.00000,43.90137,0.00010,19266.77566,1.34642,1.14022,1.66304,1.37547,0.00000,0.00000,0.00000,0.00000
10.00000,42.27433,0.00010,19206.48043,1.33294,1.12123,1.52415,1.38694,0.00000,0.00000,0.00000,0.00000
11.00000,40.94621,0.00010,20930.72090,1.30618,1.10444,1.69450,1.36526,0.00000,0.00000,1.74077,1.57876
12.00000,39.87606,0.00010,19244.19873,1.30925,1.08935,2.21393,1.33676,0.00000,0.00000,0.00000,0.00000
13.00000,39.08760,0.00010,19246.68384,1.30749,1.07659,1.85370,1.35120,0.00000,0.00000,0.00000,0.00000
14.00000,38.23986,0.00010,19258.79623,1.29105,1.06517,1.53525,1.33655,0.00000,0.00000,0.00000,0.00000
15.00000,37.59523,0.00010,19299.77531,1.29262,1.05518,1.82964,1.30001,0.00000,0.00000,0.00000,0.00000
16.00000,36.92814,0.00010,19291.44561,1.29590,1.04545,1.39929,1.32085,0.00000,0.00000,0.00000,0.00000
17.00000,36.25224,0.00010,19273.52750,1.26959,1.03773,2.03871,1.30120,0.00000,0.00000,0.00000,0.00000
18.00000,35.86509,0.00010,19285.06047,1.27298,1.03067,2.39778,1.27490,0.00000,0.00000,0.00000,0.00000
19.00000,35.43900,0.00010,19264.01491,1.26847,1.02327,1.93478,1.28526,0.00000,0.00000,0.00000,0.00000
20.00000,35.04201,0.00010,19255.23320,1.25767,1.01684,1.41848,1.31312,0.00000,0.00000,0.00000,0.00000
21.00000,34.51074,0.00010,19289.05782,1.25251,1.01071,1.51051,1.31545,0.00000,0.00000,0.00000,0.00000
22.00000,34.17591,0.00010,19291.44620,1.23901,1.00438,1.49607,1.33339,0.00000,0.00000,0.00000,0.00000
23.00000,33.85188,0.00010,19277.56383,1.25679,0.99905,1.89195,1.30473,0.00000,0.00000,0.00000,0.00000
24.00000,33.54405,0.00010,20990.17352,1.23975,0.99460,1.42420,1.27122,0.00000,0.00000,1.54904,1.46479
25.00000,33.27616,0.00010,19296.04211,1.25638,0.98993,1.88289,1.29869,0.00000,0.00000,0.00000,0.00000
26.00000,32.94295,0.00010,19287.07021,1.23338,0.98677,1.81714,1.27737,0.00000,0.00000,0.00000,0.00000
27.00000,32.70724,0.00010,19306.83301,1.23512,0.98286,2.00653,1.29972,0.00000,0.00000,0.00000,0.00000
28.00000,32.55331,0.00010,19302.22562,1.23742,0.97894,1.42634,1.28684,0.00000,0.00000,0.00000,0.00000
29.00000,32.32930,0.00010,19314.94103,1.24035,0.97527,1.49738,1.29033,0.00000,0.00000,0.00000,0.00000
30.00000,32.18586,0.00010,19298.98199,1.22679,0.97238,1.35201,1.27306,0.00000,0.00000,0.00000,0.00000
31.00000,31.90055,0.00010,19333.77597,1.22921,0.96862,2.00305,1.25619,0.00000,0.00000,0.00000,0.00000
32.00000,31.71696,0.00010,19286.61873,1.20451,0.96612,2.25415,1.23398,0.00000,0.00000,0.00000,0.00000
33.00000,31.44104,0.00010,19335.82953,1.21127,0.96233,1.39409,1.23359,0.00000,0.00000,0.00000,0.00000
34.00000,31.45872,0.00010,19309.92157,1.22047,0.96015,1.34946,1.26652,0.00000,0.00000,0.00000,0.00000
35.00000,31.18732,0.00010,19335.35617,1.21650,0.95729,1.45874,1.23167,0.00000,0.00000,0.00000,0.00000
36.00000,31.02614,0.00010,21070.86934,1.21967,0.95508,1.33666,1.23023,0.00000,0.00000,1.49078,1.42865
37.00000,31.00180,0.00010,19406.76298,1.22847,0.95301,1.49796,1.23563,0.00000,0.00000,0.00000,0.00000
38.00000,30.67873,0.00010,19333.41914,1.19089,0.94996,1.46388,1.24715,0.00000,0.00000,0.00000,0.00000
39.00000,30.48444,0.00010,19308.12203,1.18467,0.94831,1.46943,1.23174,0.00000,0.00000,0.00000,0.00000
40.00000,30.53320,0.00010,19294.68949,1.22147,0.94522,1.97992,1.26293,0.00000,0.00000,0.00000,0.00000
41.00000,30.27198,0.00010,19340.61996,1.18279,0.94362,2.09330,1.24519,0.00000,0.00000,0.00000,0.00000
42.00000,30.13546,0.00010,19318.30068,1.19563,0.94093,1.36499,1.21037,0.00000,0.00000,0.00000,0.00000
43.00000,29.98889,0.00010,19312.35461,1.19707,0.93929,1.43049,1.25062,0.00000,0.00000,0.00000,0.00000
44.00000,29.93810,0.00010,19270.39992,1.20178,0.93723,1.34779,1.24864,0.00000,0.00000,0.00000,0.00000
45.00000,29.76225,0.00010,19289.06663,1.18199,0.93523,1.28301,1.23503,0.00000,0.00000,0.00000,0.00000
46.00000,29.61619,0.00010,19316.44042,1.18516,0.93329,1.31635,1.25114,0.00000,0.00000,0.00000,0.00000
47.00000,29.49835,0.00010,19291.41492,1.18156,0.93173,1.99269,1.22530,0.00000,0.00000,0.00000,0.00000
48.00000,29.31397,0.00010,19298.91294,1.17364,0.92913,1.32835,1.25888,0.00000,0.00000,0.00000,0.00000
49.00000,29.29019,0.00010,19272.54914,1.18484,0.92784,1.56215,1.24843,0.00000,0.00000,0.00000,0.00000
50.00000,29.30036,0.00010,19297.32897,1.18961,0.92685,2.10453,1.23836,0.00000,0.00000,0.00000,0.00000
51.00000,29.11989,0.00010,19287.33226,1.17681,0.92482,1.29007,1.29578,0.00000,0.00000,0.00000,0.00000
52.00000,29.03441,0.00010,19308.02506,1.17701,0.92282,1.36021,1.25560,0.00000,0.00000,0.00000,0.00000
53.00000,28.89794,0.00010,19313.38391,1.16201,0.92153,1.36998,1.23176,0.00000,0.00000,0.00000,0.00000
54.00000,28.80108,0.00010,19321.21673,1.16113,0.92043,1.32131,1.24541,0.00000,0.00000,0.00000,0.00000
55.00000,28.78147,0.00010,19328.50576,1.17911,0.91881,2.04351,1.24251,0.00000,0.00000,0.00000,0.00000
56.00000,28.71908,0.00010,19331.32582,1.17604,0.91792,1.71293,1.23486,0.00000,0.00000,0.00000,0.00000
57.00000,28.73078,0.00010,19338.60219,1.18562,0.91690,1.32814,1.24144,0.00000,0.00000,0.00000,0.00000
58.00000,28.56652,0.00010,21071.11749,1.16031,0.91567,1.36150,1.20478,0.00000,0.00000,1.44303,1.40291
59.00000,28.42290,0.00010,19345.16570,1.16850,0.91398,2.22170,1.17429,0.00000,0.00000,0.00000,0.00000
60.00000,28.47472,0.00010,19322.57462,1.16926,0.91314,1.41147,1.19733,0.00000,0.00000,0.00000,0.00000
61.00000,28.39593,0.00010,19323.48287,1.16539,0.91256,2.02557,1.17781,0.00000,0.00000,0.00000,0.00000
62.00000,28.37101,0.00010,19305.78062,1.16184,0.91146,1.21765,1.17913,0.00000,0.00000,0.00000,0.00000
63.00000,28.30711,0.00010,19336.00670,1.17730,0.90990,1.32221,1.24034,0.00000,0.00000,0.00000,0.00000
