epoch,loss(MSE),lr,time,tr_E(MAE),tr_F(MAE),val_E(MAE),val_F(MAE),irc_E(MAE),irc_F(MAE),test_E(MAE),test_F(MAE)
1.00000,2.93911,0.00010,4379.50445,1.30190,0.00000,1.11754,0.00000,0.00000,0.00000,1.12168,0.00000
2.00000,2.88897,0.00010,3505.03584,1.29581,0.00000,1.73354,0.00000,0.00000,0.00000,0.00000,0.00000
3.00000,2.83869,0.00010,3491.13598,1.27776,0.00000,1.22408,0.00000,0.00000,0.00000,0.00000,0.00000
4.00000,2.82881,0.00010,3469.77379,1.27618,0.00000,2.18490,0.00000,0.00000,0.00000,0.00000,0.00000
5.00000,2.81431,0.00010,4286.91575,1.27567,0.00000,1.03690,0.00000,0.00000,0.00000,1.04041,0.00000
6.00000,2.81111,0.00010,3510.44282,1.27188,0.00000,1.16970,0.00000,0.00000,0.00000,0.00000,0.00000
7.00000,2.80315,0.00010,3522.97521,1.27026,0.00000,1.26857,0.00000,0.00000,0.00000,0.00000,0.00000
8.00000,2.79844,0.00010,4338.19354,1.27002,0.00000,0.96165,0.00000,0.00000,0.00000,0.96330,0.00000
9.00000,2.78120,0.00010,3497.27651,1.26957,0.00000,1.37891,0.00000,0.00000,0.00000,0.00000,0.00000
10.00000,2.82822,0.00010,3508.58422,1.28367,0.00000,1.66803,0.00000,0.00000,0.00000,0.00000,0.00000
11.00000,2.82071,0.00010,3565.51185,1.28227,0.00000,1.12902,0.00000,0.00000,0.00000,0.00000,0.00000
12.00000,2.74530,0.00010,3532.43968,1.25633,0.00000,1.11080,0.00000,0.00000,0.00000,0.00000,0.00000
13.00000,2.67897,0.00010,3491.17891,1.24112,0.00000,1.00154,0.00000,0.00000,0.00000,0.00000,0.00000
14.00000,2.71625,0.00010,3497.38917,1.25333,0.00000,1.24973,0.00000,0.00000,0.00000,0.00000,0.00000
15.00000,2.74061,0.00010,3514.34459,1.25923,0.00000,1.84598,0.00000,0.00000,0.00000,0.00000,0.00000
16.00000,2.61533,0.00010,3489.74846,1.22693,0.00000,1.28365,0.00000,0.00000,0.00000,0.00000,0.00000
17.00000,2.61448,0.00010,3505.73200,1.22589,0.00000,1.46552,0.00000,0.00000,0.00000,0.00000,0.00000
18.00000,2.75108,0.00010,3545.10762,1.26562,0.00000,1.09492,0.00000,0.00000,0.00000,0.00000,0.00000
19.00000,2.62064,0.00010,3545.80149,1.22770,0.00000,1.53703,0.00000,0.00000,0.00000,0.00000,0.00000
20.00000,2.54416,0.00010,3564.03832,1.20816,0.00000,1.47689,0.00000,0.00000,0.00000,0.00000,0.00000
21.00000,2.57550,0.00010,3495.33546,1.21746,0.00000,1.30554,0.00000,0.00000,0.00000,0.00000,0.00000
22.00000,2.64536,0.00010,3513.76267,1.24178,0.00000,1.16123,0.00000,0.00000,0.00000,0.00000,0.00000
23.00000,2.63720,0.00010,3490.12633,1.23411,0.00000,1.18342,0.00000,0.00000,0.00000,0.00000,0.00000
24.00000,2.65815,0.00010,3497.64791,1.24323,0.00000,1.13440,0.00000,0.00000,0.00000,0.00000,0.00000
25.00000,2.60215,0.00010,3505.64650,1.22613,0.00000,1.39738,0.00000,0.00000,0.00000,0.00000,0.00000
26.00000,2.52685,0.00010,3485.06239,1.20360,0.00000,1.38172,0.00000,0.00000,0.00000,0.00000,0.00000
27.00000,2.61570,0.00007,3518.09108,1.23288,0.00000,1.88690,0.00000,0.00000,0.00000,0.00000,0.00000
28.00000,1.81543,0.00007,3531.36771,1.01035,0.00000,1.23167,0.00000,0.00000,0.00000,0.00000,0.00000
29.00000,1.76391,0.00007,4286.12301,0.99855,0.00000,0.90133,0.00000,0.00000,0.00000,0.90459,0.00000
30.00000,1.74965,0.00007,3511.48563,0.99508,0.00000,1.07081,0.00000,0.00000,0.00000,0.00000,0.00000
31.00000,1.72875,0.00007,3502.04793,0.98887,0.00000,0.96596,0.00000,0.00000,0.00000,0.00000,0.00000
32.00000,1.72786,0.00007,3478.65933,0.98946,0.00000,1.21136,0.00000,0.00000,0.00000,0.00000,0.00000
33.00000,1.74448,0.00007,3514.49694,0.99527,0.00000,1.32413,0.00000,0.00000,0.00000,0.00000,0.00000
34.00000,1.71265,0.00007,3503.54229,0.98554,0.00000,1.43243,0.00000,0.00000,0.00000,0.00000,0.00000
35.00000,1.70374,0.00007,3477.05172,0.98266,0.00000,0.90989,0.00000,0.00000,0.00000,0.00000,0.00000
