epoch,loss(MSE),lr,time,tr_E(MAE),tr_F(MAE),val_E(MAE),val_F(MAE),irc_E(MAE),irc_F(MAE),test_E(MAE),test_F(MAE)
1.00000,4.64111,0.00012,3031.56218,0.73394,1.36073,0.86955,1.43912,0.00000,0.00000,0.83532,1.42478
2.00000,4.61595,0.00012,3008.47784,0.73278,1.36062,0.89677,1.44734,0.00000,0.00000,0.00000,0.00000
3.00000,4.74405,0.00012,2997.21159,0.73263,1.35944,0.84737,1.43740,0.00000,0.00000,0.82885,1.42689
4.00000,4.63005,0.00012,2984.87801,0.73183,1.35912,0.84940,1.44371,0.00000,0.00000,0.00000,0.00000
5.00000,4.64981,0.00012,3009.46814,0.73521,1.35867,0.84217,1.43572,0.00000,0.00000,0.82296,1.42323
6.00000,4.62551,0.00012,2982.63245,0.73369,1.35793,0.84917,1.44617,0.00000,0.00000,0.00000,0.00000
7.00000,4.61137,0.00012,2989.86986,0.73182,1.35744,0.97242,1.43599,0.00000,0.00000,0.00000,0.00000
8.00000,4.67307,0.00012,2993.39303,0.73450,1.35713,0.89075,1.43197,0.00000,0.00000,0.00000,0.00000
9.00000,4.60540,0.00012,2981.91327,0.73192,1.35650,0.86015,1.44617,0.00000,0.00000,0.00000,0.00000
10.00000,4.59819,0.00012,2980.83886,0.73428,1.35593,0.87362,1.43758,0.00000,0.00000,0.00000,0.00000
11.00000,4.59988,0.00012,2995.46789,0.73316,1.35577,1.15343,1.43482,0.00000,0.00000,0.00000,0.00000
12.00000,4.62066,0.00012,2983.38029,0.73114,1.35483,0.91563,1.44421,0.00000,0.00000,0.00000,0.00000
13.00000,4.60536,0.00012,2998.60107,0.73536,1.35459,0.88359,1.42726,0.00000,0.00000,0.00000,0.00000
14.00000,4.74260,0.00012,2985.44029,0.72990,1.35480,0.89065,1.42988,0.00000,0.00000,0.00000,0.00000
15.00000,4.56752,0.00012,2997.43709,0.73006,1.35393,0.85432,1.42983,0.00000,0.00000,0.00000,0.00000
16.00000,4.60282,0.00012,2987.57031,0.73464,1.35353,0.89606,1.43244,0.00000,0.00000,0.00000,0.00000
17.00000,4.58255,0.00012,3014.77616,0.73380,1.35236,0.85295,1.42525,0.00000,0.00000,0.84349,1.41011
18.00000,4.58471,0.00012,2979.64126,0.73372,1.35270,0.84128,1.43116,0.00000,0.00000,0.00000,0.00000
19.00000,4.59851,0.00012,3005.92064,0.73444,1.35221,0.89102,1.44241,0.00000,0.00000,0.00000,0.00000
20.00000,10.73519,0.00012,2984.05222,0.73265,1.35368,0.84036,1.43210,0.00000,0.00000,0.00000,0.00000
21.00000,4.59361,0.00008,2999.37914,0.73240,1.35179,0.83614,1.43930,0.00000,0.00000,0.00000,0.00000
22.00000,4.40019,0.00008,2994.31835,0.68249,1.32997,0.88348,1.41341,0.00000,0.00000,0.00000,0.00000
23.00000,4.32887,0.00008,3003.09975,0.68261,1.32752,0.79702,1.40307,0.00000,0.00000,0.77404,1.39089
24.00000,4.35100,0.00008,3009.77654,0.68072,1.32700,0.80725,1.40741,0.00000,0.00000,0.00000,0.00000
25.00000,4.32540,0.00008,3003.13460,0.68083,1.32571,0.89383,1.41672,0.00000,0.00000,0.00000,0.00000
26.00000,4.33539,0.00008,2997.82971,0.68323,1.32554,0.82483,1.41264,0.00000,0.00000,0.00000,0.00000
27.00000,4.29788,0.00008,3003.68468,0.68034,1.32497,0.99383,1.42046,0.00000,0.00000,0.00000,0.00000
28.00000,4.29337,0.00008,3007.32915,0.67866,1.32416,0.81228,1.40704,0.00000,0.00000,0.00000,0.00000
29.00000,4.27022,0.00008,3009.60036,0.68051,1.32368,0.82510,1.41010,0.00000,0.00000,0.00000,0.00000
30.00000,4.27627,0.00008,3010.37105,0.68196,1.32335,0.80136,1.40864,0.00000,0.00000,0.00000,0.00000
31.00000,4.26272,0.00008,3002.85852,0.68041,1.32290,0.80000,1.40585,0.00000,0.00000,0.00000,0.00000
32.00000,4.27390,0.00008,3010.89492,0.67877,1.32281,0.83814,1.40912,0.00000,0.00000,0.00000,0.00000
33.00000,4.32606,0.00008,3004.82615,0.68101,1.32214,0.92212,1.40878,0.00000,0.00000,0.00000,0.00000
34.00000,4.28530,0.00008,3012.00085,0.67937,1.32170,0.88424,1.40702,0.00000,0.00000,0.00000,0.00000
35.00000,4.28427,0.00008,3011.46197,0.68201,1.32141,0.81001,1.40486,0.00000,0.00000,0.00000,0.00000
36.00000,4.26083,0.00008,3015.39941,0.68013,1.32068,0.83203,1.41308,0.00000,0.00000,0.00000,0.00000
37.00000,4.26267,0.00008,3012.43450,0.67831,1.32020,0.83286,1.40458,0.00000,0.00000,0.00000,0.00000
38.00000,4.37359,0.00008,3017.56128,0.68132,1.32052,0.80684,1.40442,0.00000,0.00000,0.00000,0.00000
39.00000,4.29067,0.00008,3013.95081,0.68262,1.31991,0.90314,1.40241,0.00000,0.00000,0.00000,0.00000
40.00000,4.26363,0.00008,3010.02779,0.68110,1.31910,0.85597,1.41518,0.00000,0.00000,0.00000,0.00000
41.00000,6.34035,0.00008,3018.44883,0.68052,1.31970,0.81360,1.39800,0.00000,0.00000,0.00000,0.00000
42.00000,4.27175,0.00008,3018.40831,0.67970,1.31877,0.80291,1.40677,0.00000,0.00000,0.00000,0.00000
43.00000,4.25826,0.00008,3016.11180,0.67923,1.31855,0.82254,1.40077,0.00000,0.00000,0.00000,0.00000
