epoch,loss(MSE),lr,time,tr_E(MAE),tr_F(MAE),val_E(MAE),val_F(MAE),irc_E(MAE),irc_F(MAE),test_E(MAE),test_F(MAE)
1.00000,167.37582,0.00010,16245.74060,2.72360,2.03362,2.18733,1.76658,0.00000,0.00000,0.00000,0.00000
2.00000,84.68683,0.00010,16097.43850,1.82385,1.54269,2.76768,1.60965,0.00000,0.00000,0.00000,0.00000
3.00000,67.58014,0.00010,16272.94896,1.62233,1.39462,3.19015,1.57146,0.00000,0.00000,0.00000,0.00000
4.00000,59.21310,0.00010,16249.28954,1.52953,1.30997,2.15856,1.49559,0.00000,0.00000,0.00000,0.00000
5.00000,53.90607,0.00010,16162.48629,1.47131,1.25222,1.56769,1.42957,0.00000,0.00000,0.00000,0.00000
6.00000,50.29902,0.00010,16057.14078,1.44018,1.21026,1.83951,1.42836,0.00000,0.00000,0.00000,0.00000
7.00000,47.63149,0.00010,16063.62863,1.41135,1.17751,2.03295,1.38193,0.00000,0.00000,0.00000,0.00000
8.00000,45.37505,0.00010,16153.65455,1.38419,1.15141,1.76265,1.39547,0.00000,0.00000,0.00000,0.00000
9.00000,43.96100,0.00010,16151.39686,1.36652,1.12933,1.94171,1.35441,0.00000,0.00000,0.00000,0.00000
10.00000,42.27609,0.00010,16082.64247,1.36354,1.11032,2.65364,1.31968,0.00000,0.00000,0.00000,0.00000
11.00000,41.36435,0.00010,17421.04419,1.35114,1.09554,1.81021,1.33153,0.00000,0.00000,1.81371,1.54441
12.00000,40.13769,0.00010,16151.10375,1.32779,1.08074,1.77705,1.38394,0.00000,0.00000,0.00000,0.00000
13.00000,39.16767,0.00010,16176.52943,1.31007,1.06871,1.65009,1.32252,0.00000,0.00000,0.00000,0.00000
14.00000,38.60151,0.00010,16076.28128,1.32111,1.05758,1.69326,1.32442,0.00000,0.00000,0.00000,0.00000
15.00000,37.72433,0.00010,16062.37881,1.31698,1.04857,1.71379,1.29657,0.00000,0.00000,0.00000,0.00000
16.00000,37.30743,0.00010,16173.84251,1.29242,1.04018,1.49945,1.30562,0.00000,0.00000,0.00000,0.00000
17.00000,36.58475,0.00010,16077.08990,1.29627,1.03179,2.15535,1.28136,0.00000,0.00000,0.00000,0.00000
18.00000,36.06081,0.00010,16197.21681,1.29184,1.02431,2.16647,1.27270,0.00000,0.00000,0.00000,0.00000
19.00000,35.75312,0.00010,16295.86471,1.28059,1.01802,2.01688,1.26654,0.00000,0.00000,0.00000,0.00000
20.00000,35.25892,0.00010,16383.42727,1.27956,1.01092,1.45419,1.33009,0.00000,0.00000,0.00000,0.00000
21.00000,34.87443,0.00010,16390.10175,1.26698,1.00457,1.89766,1.27427,0.00000,0.00000,0.00000,0.00000
22.00000,34.51316,0.00010,17735.37633,1.27291,0.99980,2.01710,1.25240,0.00000,0.00000,2.21589,1.45864
23.00000,34.13399,0.00010,16298.73245,1.24959,0.99536,2.16749,1.25914,0.00000,0.00000,0.00000,0.00000
24.00000,33.84178,0.00010,16283.46521,1.25377,0.98950,1.72332,1.25655,0.00000,0.00000,0.00000,0.00000
25.00000,33.51937,0.00010,16397.20374,1.25504,0.98596,1.58691,1.28612,0.00000,0.00000,0.00000,0.00000
26.00000,33.26178,0.00010,16387.50229,1.25829,0.98132,2.32951,1.21851,0.00000,0.00000,0.00000,0.00000
27.00000,32.93775,0.00010,16272.98325,1.23377,0.97701,1.48878,1.26234,0.00000,0.00000,0.00000,0.00000
28.00000,32.84843,0.00010,16276.29537,1.25208,0.97416,1.55176,1.22543,0.00000,0.00000,0.00000,0.00000
29.00000,32.72347,0.00010,16402.23005,1.24723,0.97082,1.76212,1.29231,0.00000,0.00000,0.00000,0.00000
30.00000,32.39731,0.00010,16375.00656,1.23877,0.96804,1.43563,1.27387,0.00000,0.00000,0.00000,0.00000
31.00000,32.15107,0.00010,16255.54863,1.23058,0.96416,1.52769,1.25496,0.00000,0.00000,0.00000,0.00000
32.00000,32.04069,0.00010,17511.10898,1.23836,0.96154,1.39825,1.22241,0.00000,0.00000,1.44895,1.42256
33.00000,31.78190,0.00010,16127.56320,1.23371,0.95861,1.43503,1.25684,0.00000,0.00000,0.00000,0.00000
34.00000,31.62901,0.00010,16086.39446,1.23109,0.95619,1.60962,1.24159,0.00000,0.00000,0.00000,0.00000
35.00000,31.43861,0.00010,16132.07932,1.22187,0.95361,1.72371,1.20806,0.00000,0.00000,0.00000,0.00000
36.00000,31.30975,0.00010,16123.10385,1.22263,0.95062,1.32376,1.23025,0.00000,0.00000,0.00000,0.00000
37.00000,31.08993,0.00010,16105.76488,1.20266,0.94869,2.05640,1.20500,0.00000,0.00000,0.00000,0.00000
38.00000,31.14964,0.00010,16104.55751,1.22613,0.94637,1.89123,1.22616,0.00000,0.00000,0.00000,0.00000
39.00000,30.95116,0.00010,16131.29676,1.20878,0.94454,1.38415,1.25172,0.00000,0.00000,0.00000,0.00000
40.00000,30.82464,0.00010,16114.86306,1.21044,0.94222,1.57336,1.25810,0.00000,0.00000,0.00000,0.00000
41.00000,30.65685,0.00010,16112.05950,1.21658,0.93986,1.43994,1.22384,0.00000,0.00000,0.00000,0.00000
42.00000,30.49137,0.00010,16097.77198,1.19657,0.93837,1.44429,1.23030,0.00000,0.00000,0.00000,0.00000
43.00000,30.32660,0.00010,17420.58485,1.19664,0.93661,1.85292,1.18129,0.00000,0.00000,1.92191,1.37702
44.00000,30.32796,0.00010,16193.15212,1.20435,0.93498,1.46775,1.18133,0.00000,0.00000,0.00000,0.00000
45.00000,30.13310,0.00010,16097.14829,1.18551,0.93270,1.26491,1.21220,0.00000,0.00000,0.00000,0.00000
46.00000,30.15548,0.00010,16098.06576,1.20269,0.93117,1.23182,1.24272,0.00000,0.00000,0.00000,0.00000
47.00000,30.05897,0.00010,16109.70785,1.20120,0.92979,1.37576,1.22096,0.00000,0.00000,0.00000,0.00000
48.00000,29.92505,0.00010,16107.93224,1.18193,0.92831,1.30431,1.21580,0.00000,0.00000,0.00000,0.00000
49.00000,29.75242,0.00010,16113.81833,1.18621,0.92552,1.70501,1.17898,0.00000,0.00000,0.00000,0.00000
50.00000,29.72250,0.00010,16112.36963,1.18755,0.92413,1.24797,1.21639,0.00000,0.00000,0.00000,0.00000
51.00000,29.58448,0.00010,16083.34516,1.18819,0.92297,1.75726,1.21724,0.00000,0.00000,0.00000,0.00000
52.00000,29.45441,0.00010,16112.47339,1.18306,0.92132,1.29914,1.22934,0.00000,0.00000,0.00000,0.00000
53.00000,29.44262,0.00010,16106.74967,1.18445,0.92021,1.99852,1.20977,0.00000,0.00000,0.00000,0.00000
54.00000,29.40232,0.00010,16113.30690,1.19214,0.91913,1.40877,1.19489,0.00000,0.00000,0.00000,0.00000
55.00000,29.26258,0.00010,17457.21848,1.17926,0.91758,1.56423,1.17525,0.00000,0.00000,1.59271,1.36224
56.00000,29.30353,0.00010,16209.28550,1.18186,0.91669,1.42457,1.21156,0.00000,0.00000,0.00000,0.00000
57.00000,29.07150,0.00010,16202.71201,1.17164,0.91521,1.35452,1.19549,0.00000,0.00000,0.00000,0.00000
58.00000,28.99871,0.00010,16192.17979,1.17267,0.91399,2.37133,1.18612,0.00000,0.00000,0.00000,0.00000
59.00000,29.05087,0.00010,16209.11498,1.18339,0.91322,1.55369,1.20022,0.00000,0.00000,0.00000,0.00000
60.00000,29.02904,0.00010,16167.24390,1.18897,0.91174,1.80832,1.18381,0.00000,0.00000,0.00000,0.00000
61.00000,28.87286,0.00010,16204.25869,1.17699,0.91157,2.13624,1.17246,0.00000,0.00000,0.00000,0.00000
62.00000,28.69786,0.00010,16196.50012,1.16752,0.90997,1.71085,1.19289,0.00000,0.00000,0.00000,0.00000
63.00000,28.69558,0.00010,16185.03819,1.17412,0.90946,1.44438,1.18188,0.00000,0.00000,0.00000,0.00000
64.00000,28.60940,0.00010,16167.58293,1.17242,0.90686,1.61099,1.16459,0.00000,0.00000,0.00000,0.00000
65.00000,28.55429,0.00010,16116.00269,1.16110,0.90653,1.32071,1.21985,0.00000,0.00000,0.00000,0.00000
66.00000,28.52005,0.00010,16123.80460,1.17222,0.90549,1.25285,1.20438,0.00000,0.00000,0.00000,0.00000
67.00000,28.46379,0.00010,16126.97612,1.14955,0.90486,2.04870,1.19284,0.00000,0.00000,0.00000,0.00000
68.00000,28.27596,0.00010,16100.73436,1.14906,0.90351,1.26762,1.19203,0.00000,0.00000,0.00000,0.00000
69.00000,28.32687,0.00010,16086.61339,1.15544,0.90212,1.76539,1.22079,0.00000,0.00000,0.00000,0.00000
70.00000,28.38198,0.00010,17451.17719,1.18091,0.90142,1.25883,1.18147,0.00000,0.00000,1.41524,1.37073
71.00000,28.11695,0.00010,16208.73009,1.15511,0.90054,1.30813,1.23779,0.00000,0.00000,0.00000,0.00000
72.00000,28.15882,0.00010,16201.60728,1.14517,0.89978,1.23104,1.15566,0.00000,0.00000,0.00000,0.00000
73.00000,27.95914,0.00010,16108.93186,1.14137,0.89791,1.66028,1.19582,0.00000,0.00000,0.00000,0.00000
74.00000,28.03500,0.00010,16125.90612,1.15233,0.89676,1.34616,1.18427,0.00000,0.00000,0.00000,0.00000
75.00000,27.98723,0.00010,16115.56053,1.15244,0.89656,1.52028,1.15458,0.00000,0.00000,0.00000,0.00000
76.00000,27.79975,0.00010,16111.92080,1.13483,0.89573,1.26123,1.18720,0.00000,0.00000,0.00000,0.00000
77.00000,27.73119,0.00010,16111.40245,1.14177,0.89424,1.47289,1.17501,0.00000,0.00000,0.00000,0.00000
78.00000,27.75179,0.00010,16095.66108,1.13174,0.89366,1.46249,1.25689,0.00000,0.00000,0.00000,0.00000
79.00000,27.77210,0.00010,16108.01453,1.14661,0.89303,1.30894,1.19457,0.00000,0.00000,0.00000,0.00000
80.00000,27.63158,0.00010,16098.79213,1.12497,0.89192,1.28260,1.19224,0.00000,0.00000,0.00000,0.00000
81.00000,27.59452,0.00010,16099.38692,1.13717,0.89075,3.25248,1.16553,0.00000,0.00000,0.00000,0.00000
82.00000,27.60473,0.00010,16100.26111,1.13683,0.89045,1.60102,1.18671,0.00000,0.00000,0.00000,0.00000
83.00000,27.55550,0.00010,16108.31005,1.13037,0.88939,1.59133,1.17596,0.00000,0.00000,0.00000,0.00000
84.00000,27.42730,0.00010,16117.36659,1.13095,0.88847,2.12172,1.15603,0.00000,0.00000,0.00000,0.00000
85.00000,27.50403,0.00010,16103.82657,1.14208,0.88849,1.93541,1.15717,0.00000,0.00000,0.00000,0.00000
86.00000,27.51405,0.00010,16089.56025,1.14563,0.88815,1.43238,1.20203,0.00000,0.00000,0.00000,0.00000
87.00000,27.40627,0.00010,16074.87439,1.13601,0.88736,1.39946,1.21585,0.00000,0.00000,0.00000,0.00000
88.00000,27.38287,0.00010,16121.56351,1.13501,0.88645,1.98712,1.16275,0.00000,0.00000,0.00000,0.00000
89.00000,27.25794,0.00010,16107.01734,1.12485,0.88508,1.59558,1.21603,0.00000,0.00000,0.00000,0.00000
90.00000,27.26963,0.00010,16071.79031,1.12830,0.88471,1.49291,1.17243,0.00000,0.00000,0.00000,0.00000
91.00000,27.26316,0.00010,16098.40316,1.12397,0.88365,1.56319,1.17663,0.00000,0.00000,0.00000,0.00000
92.00000,27.08653,0.00010,16104.07714,1.11681,0.88286,1.79862,1.16710,0.00000,0.00000,0.00000,0.00000
93.00000,27.06153,0.00010,16112.10507,1.11897,0.88202,1.32187,1.18152,0.00000,0.00000,0.00000,0.00000
94.00000,27.06399,0.00010,16104.40664,1.12166,0.88155,2.20423,1.18178,0.00000,0.00000,0.00000,0.00000
95.00000,26.94798,0.00010,16105.63569,1.10553,0.88123,1.22738,1.16821,0.00000,0.00000,0.00000,0.00000
96.00000,26.92203,0.00010,17420.46278,1.10953,0.88049,1.20526,1.14652,0.00000,0.00000,1.32170,1.31882
97.00000,26.81077,0.00010,16175.88328,1.11082,0.87945,1.29565,1.19606,0.00000,0.00000,0.00000,0.00000
98.00000,26.82310,0.00010,16220.36567,1.10553,0.87900,1.78043,1.21288,0.00000,0.00000,0.00000,0.00000
99.00000,26.74139,0.00010,16189.71048,1.08924,0.87791,1.33629,1.16735,0.00000,0.00000,0.00000,0.00000
100.00000,26.74720,0.00010,16184.65402,1.10568,0.87710,1.32877,1.14465,0.00000,0.00000,0.00000,0.00000
